vectorization,kernel,degree,C,gamma,random_state,class_weight,train_precision_0,train_recall_0,train_f1_0,train_support_0,train_precision_1,train_recall_1,train_f1_1,train_support_1,train_accuracy,train_recall,train_precision,train_f1,train_mcc,test_precision_0,test_recall_0,test_f1_0,test_support_0,test_precision_1,test_recall_1,test_f1_1,test_support_1,test_accuracy,test_recall,test_precision,test_f1,test_mcc,source_file
tfidf,linear,X,0.01,1.0,42,"{0: 1, 1: 3}",0.9317473803455112,1.0,0.9646679372526022,13160,0.0,0.0,0.0,964,0.9317473803455112,0.0,0.0,0.0,0.0,0.9393789230260984,1.0,0.9687420151605484,5687,0.0,0.0,0.0,367,0.9393789230260984,0.0,0.0,0.0,0.0,svm_grid_tfidf_linear.csv
tfidf,linear,X,0.01,1.0,44,"{0: 1, 1: 3}",0.9317473803455112,1.0,0.9646679372526022,13160,0.0,0.0,0.0,964,0.9317473803455112,0.0,0.0,0.0,0.0,0.9393789230260984,1.0,0.9687420151605484,5687,0.0,0.0,0.0,367,0.9393789230260984,0.0,0.0,0.0,0.0,svm_grid_tfidf_linear.csv
tfidf,linear,X,0.01,0.01,40,"{0: 1, 1: 5}",0.9317473803455112,1.0,0.9646679372526022,13160,0.0,0.0,0.0,964,0.9317473803455112,0.0,0.0,0.0,0.0,0.9393789230260984,1.0,0.9687420151605484,5687,0.0,0.0,0.0,367,0.9393789230260984,0.0,0.0,0.0,0.0,svm_grid_tfidf_linear.csv
tfidf,linear,X,0.01,0.01,42,"{0: 1, 1: 5}",0.9317473803455112,1.0,0.9646679372526022,13160,0.0,0.0,0.0,964,0.9317473803455112,0.0,0.0,0.0,0.0,0.9393789230260984,1.0,0.9687420151605484,5687,0.0,0.0,0.0,367,0.9393789230260984,0.0,0.0,0.0,0.0,svm_grid_tfidf_linear.csv
tfidf,linear,X,0.01,0.01,44,"{0: 1, 1: 5}",0.9317473803455112,1.0,0.9646679372526022,13160,0.0,0.0,0.0,964,0.9317473803455112,0.0,0.0,0.0,0.0,0.9393789230260984,1.0,0.9687420151605484,5687,0.0,0.0,0.0,367,0.9393789230260984,0.0,0.0,0.0,0.0,svm_grid_tfidf_linear.csv
tfidf,linear,X,0.01,0.1,40,"{0: 1, 1: 5}",0.9317473803455112,1.0,0.9646679372526022,13160,0.0,0.0,0.0,964,0.9317473803455112,0.0,0.0,0.0,0.0,0.9393789230260984,1.0,0.9687420151605484,5687,0.0,0.0,0.0,367,0.9393789230260984,0.0,0.0,0.0,0.0,svm_grid_tfidf_linear.csv
tfidf,linear,X,0.01,0.1,42,"{0: 1, 1: 5}",0.9317473803455112,1.0,0.9646679372526022,13160,0.0,0.0,0.0,964,0.9317473803455112,0.0,0.0,0.0,0.0,0.9393789230260984,1.0,0.9687420151605484,5687,0.0,0.0,0.0,367,0.9393789230260984,0.0,0.0,0.0,0.0,svm_grid_tfidf_linear.csv
tfidf,linear,X,0.01,0.1,44,"{0: 1, 1: 5}",0.9317473803455112,1.0,0.9646679372526022,13160,0.0,0.0,0.0,964,0.9317473803455112,0.0,0.0,0.0,0.0,0.9393789230260984,1.0,0.9687420151605484,5687,0.0,0.0,0.0,367,0.9393789230260984,0.0,0.0,0.0,0.0,svm_grid_tfidf_linear.csv
tfidf,linear,X,0.01,1.0,40,"{0: 1, 1: 5}",0.9317473803455112,1.0,0.9646679372526022,13160,0.0,0.0,0.0,964,0.9317473803455112,0.0,0.0,0.0,0.0,0.9393789230260984,1.0,0.9687420151605484,5687,0.0,0.0,0.0,367,0.9393789230260984,0.0,0.0,0.0,0.0,svm_grid_tfidf_linear.csv
tfidf,linear,X,0.01,1.0,42,"{0: 1, 1: 5}",0.9317473803455112,1.0,0.9646679372526022,13160,0.0,0.0,0.0,964,0.9317473803455112,0.0,0.0,0.0,0.0,0.9393789230260984,1.0,0.9687420151605484,5687,0.0,0.0,0.0,367,0.9393789230260984,0.0,0.0,0.0,0.0,svm_grid_tfidf_linear.csv
tfidf,linear,X,0.01,1.0,44,"{0: 1, 1: 5}",0.9317473803455112,1.0,0.9646679372526022,13160,0.0,0.0,0.0,964,0.9317473803455112,0.0,0.0,0.0,0.0,0.9393789230260984,1.0,0.9687420151605484,5687,0.0,0.0,0.0,367,0.9393789230260984,0.0,0.0,0.0,0.0,svm_grid_tfidf_linear.csv
tfidf,linear,X,0.1,0.01,40,"{0: 1, 1: 1}",0.9330024813895782,1.0,0.9653401797175868,13160,1.0,0.0197095435684647,0.0386571719226856,964,0.9330926083262532,0.0197095435684647,1.0,0.0386571719226856,0.1356062426897581,0.9396893588896232,1.0,0.9689070619303176,5687,1.0,0.0054495912806539,0.010840108401084,367,0.9397092831185992,0.0054495912806539,1.0,0.010840108401084,0.0715606242058311,svm_grid_tfidf_linear.csv
tfidf,linear,X,0.1,0.01,42,"{0: 1, 1: 1}",0.9330024813895782,1.0,0.9653401797175868,13160,1.0,0.0197095435684647,0.0386571719226856,964,0.9330926083262532,0.0197095435684647,1.0,0.0386571719226856,0.1356062426897581,0.9396893588896232,1.0,0.9689070619303176,5687,1.0,0.0054495912806539,0.010840108401084,367,0.9397092831185992,0.0054495912806539,1.0,0.010840108401084,0.0715606242058311,svm_grid_tfidf_linear.csv
tfidf,linear,X,0.1,0.01,44,"{0: 1, 1: 1}",0.9330024813895782,1.0,0.9653401797175868,13160,1.0,0.0197095435684647,0.0386571719226856,964,0.9330926083262532,0.0197095435684647,1.0,0.0386571719226856,0.1356062426897581,0.9396893588896232,1.0,0.9689070619303176,5687,1.0,0.0054495912806539,0.010840108401084,367,0.9397092831185992,0.0054495912806539,1.0,0.010840108401084,0.0715606242058311,svm_grid_tfidf_linear.csv
tfidf,linear,X,0.1,0.1,40,"{0: 1, 1: 1}",0.9330024813895782,1.0,0.9653401797175868,13160,1.0,0.0197095435684647,0.0386571719226856,964,0.9330926083262532,0.0197095435684647,1.0,0.0386571719226856,0.1356062426897581,0.9396893588896232,1.0,0.9689070619303176,5687,1.0,0.0054495912806539,0.010840108401084,367,0.9397092831185992,0.0054495912806539,1.0,0.010840108401084,0.0715606242058311,svm_grid_tfidf_linear.csv
tfidf,linear,X,0.1,0.1,42,"{0: 1, 1: 1}",0.9330024813895782,1.0,0.9653401797175868,13160,1.0,0.0197095435684647,0.0386571719226856,964,0.9330926083262532,0.0197095435684647,1.0,0.0386571719226856,0.1356062426897581,0.9396893588896232,1.0,0.9689070619303176,5687,1.0,0.0054495912806539,0.010840108401084,367,0.9397092831185992,0.0054495912806539,1.0,0.010840108401084,0.0715606242058311,svm_grid_tfidf_linear.csv
tfidf,linear,X,0.1,0.1,44,"{0: 1, 1: 1}",0.9330024813895782,1.0,0.9653401797175868,13160,1.0,0.0197095435684647,0.0386571719226856,964,0.9330926083262532,0.0197095435684647,1.0,0.0386571719226856,0.1356062426897581,0.9396893588896232,1.0,0.9689070619303176,5687,1.0,0.0054495912806539,0.010840108401084,367,0.9397092831185992,0.0054495912806539,1.0,0.010840108401084,0.0715606242058311,svm_grid_tfidf_linear.csv
tfidf,linear,X,0.1,1.0,40,"{0: 1, 1: 1}",0.9330024813895782,1.0,0.9653401797175868,13160,1.0,0.0197095435684647,0.0386571719226856,964,0.9330926083262532,0.0197095435684647,1.0,0.0386571719226856,0.1356062426897581,0.9396893588896232,1.0,0.9689070619303176,5687,1.0,0.0054495912806539,0.010840108401084,367,0.9397092831185992,0.0054495912806539,1.0,0.010840108401084,0.0715606242058311,svm_grid_tfidf_linear.csv
tfidf,linear,X,0.1,1.0,42,"{0: 1, 1: 1}",0.9330024813895782,1.0,0.9653401797175868,13160,1.0,0.0197095435684647,0.0386571719226856,964,0.9330926083262532,0.0197095435684647,1.0,0.0386571719226856,0.1356062426897581,0.9396893588896232,1.0,0.9689070619303176,5687,1.0,0.0054495912806539,0.010840108401084,367,0.9397092831185992,0.0054495912806539,1.0,0.010840108401084,0.0715606242058311,svm_grid_tfidf_linear.csv
tfidf,linear,X,0.1,1.0,44,"{0: 1, 1: 1}",0.9330024813895782,1.0,0.9653401797175868,13160,1.0,0.0197095435684647,0.0386571719226856,964,0.9330926083262532,0.0197095435684647,1.0,0.0386571719226856,0.1356062426897581,0.9396893588896232,1.0,0.9689070619303176,5687,1.0,0.0054495912806539,0.010840108401084,367,0.9397092831185992,0.0054495912806539,1.0,0.010840108401084,0.0715606242058311,svm_grid_tfidf_linear.csv
tfidf,linear,X,0.1,0.01,40,"{0: 1, 1: 3}",0.9572212065813528,0.9946808510638298,0.975591578162847,13160,0.844097995545657,0.3931535269709543,0.5364472753007784,964,0.9536250354007364,0.3931535269709543,0.844097995545657,0.5364472753007784,0.5574756805137407,0.9603674094233712,0.992790574995604,0.9763098737679404,5687,0.7657142857142857,0.3651226158038147,0.4944649446494465,367,0.9547406673273868,0.3651226158038147,0.7657142857142857,0.4944649446494465,0.5097785953605444,svm_grid_tfidf_linear.csv
tfidf,linear,X,0.1,0.01,42,"{0: 1, 1: 3}",0.9572212065813528,0.9946808510638298,0.975591578162847,13160,0.844097995545657,0.3931535269709543,0.5364472753007784,964,0.9536250354007364,0.3931535269709543,0.844097995545657,0.5364472753007784,0.5574756805137407,0.9603674094233712,0.992790574995604,0.9763098737679404,5687,0.7657142857142857,0.3651226158038147,0.4944649446494465,367,0.9547406673273868,0.3651226158038147,0.7657142857142857,0.4944649446494465,0.5097785953605444,svm_grid_tfidf_linear.csv
tfidf,linear,X,0.1,0.01,44,"{0: 1, 1: 3}",0.9572212065813528,0.9946808510638298,0.975591578162847,13160,0.844097995545657,0.3931535269709543,0.5364472753007784,964,0.9536250354007364,0.3931535269709543,0.844097995545657,0.5364472753007784,0.5574756805137407,0.9603674094233712,0.992790574995604,0.9763098737679404,5687,0.7657142857142857,0.3651226158038147,0.4944649446494465,367,0.9547406673273868,0.3651226158038147,0.7657142857142857,0.4944649446494465,0.5097785953605444,svm_grid_tfidf_linear.csv
tfidf,linear,X,0.1,0.1,40,"{0: 1, 1: 3}",0.9572212065813528,0.9946808510638298,0.975591578162847,13160,0.844097995545657,0.3931535269709543,0.5364472753007784,964,0.9536250354007364,0.3931535269709543,0.844097995545657,0.5364472753007784,0.5574756805137407,0.9603674094233712,0.992790574995604,0.9763098737679404,5687,0.7657142857142857,0.3651226158038147,0.4944649446494465,367,0.9547406673273868,0.3651226158038147,0.7657142857142857,0.4944649446494465,0.5097785953605444,svm_grid_tfidf_linear.csv
tfidf,linear,X,0.1,0.1,42,"{0: 1, 1: 3}",0.9572212065813528,0.9946808510638298,0.975591578162847,13160,0.844097995545657,0.3931535269709543,0.5364472753007784,964,0.9536250354007364,0.3931535269709543,0.844097995545657,0.5364472753007784,0.5574756805137407,0.9603674094233712,0.992790574995604,0.9763098737679404,5687,0.7657142857142857,0.3651226158038147,0.4944649446494465,367,0.9547406673273868,0.3651226158038147,0.7657142857142857,0.4944649446494465,0.5097785953605444,svm_grid_tfidf_linear.csv
tfidf,linear,X,0.1,0.1,44,"{0: 1, 1: 3}",0.9572212065813528,0.9946808510638298,0.975591578162847,13160,0.844097995545657,0.3931535269709543,0.5364472753007784,964,0.9536250354007364,0.3931535269709543,0.844097995545657,0.5364472753007784,0.5574756805137407,0.9603674094233712,0.992790574995604,0.9763098737679404,5687,0.7657142857142857,0.3651226158038147,0.4944649446494465,367,0.9547406673273868,0.3651226158038147,0.7657142857142857,0.4944649446494465,0.5097785953605444,svm_grid_tfidf_linear.csv
tfidf,linear,X,0.1,1.0,40,"{0: 1, 1: 3}",0.9572212065813528,0.9946808510638298,0.975591578162847,13160,0.844097995545657,0.3931535269709543,0.5364472753007784,964,0.9536250354007364,0.3931535269709543,0.844097995545657,0.5364472753007784,0.5574756805137407,0.9603674094233712,0.992790574995604,0.9763098737679404,5687,0.7657142857142857,0.3651226158038147,0.4944649446494465,367,0.9547406673273868,0.3651226158038147,0.7657142857142857,0.4944649446494465,0.5097785953605444,svm_grid_tfidf_linear.csv
tfidf,linear,X,0.1,1.0,42,"{0: 1, 1: 3}",0.9572212065813528,0.9946808510638298,0.975591578162847,13160,0.844097995545657,0.3931535269709543,0.5364472753007784,964,0.9536250354007364,0.3931535269709543,0.844097995545657,0.5364472753007784,0.5574756805137407,0.9603674094233712,0.992790574995604,0.9763098737679404,5687,0.7657142857142857,0.3651226158038147,0.4944649446494465,367,0.9547406673273868,0.3651226158038147,0.7657142857142857,0.4944649446494465,0.5097785953605444,svm_grid_tfidf_linear.csv
tfidf,linear,X,0.1,1.0,44,"{0: 1, 1: 3}",0.9572212065813528,0.9946808510638298,0.975591578162847,13160,0.844097995545657,0.3931535269709543,0.5364472753007784,964,0.9536250354007364,0.3931535269709543,0.844097995545657,0.5364472753007784,0.5574756805137407,0.9603674094233712,0.992790574995604,0.9763098737679404,5687,0.7657142857142857,0.3651226158038147,0.4944649446494465,367,0.9547406673273868,0.3651226158038147,0.7657142857142857,0.4944649446494465,0.5097785953605444,svm_grid_tfidf_linear.csv
tfidf,linear,X,0.1,0.01,40,"{0: 1, 1: 5}",0.976145825519466,0.9888297872340426,0.9824468687478768,13160,0.8146279949558638,0.6701244813278008,0.7353443369379624,964,0.9670773152081564,0.6701244813278008,0.8146279949558638,0.7353443369379624,0.7218613332691919,0.9698231009365244,0.9832952347459116,0.9765127040949968,5687,0.6701388888888888,0.5258855585831063,0.5893129770992367,367,0.9555665675586388,0.5258855585831063,0.6701388888888888,0.5893129770992367,0.5708382903062136,svm_grid_tfidf_linear.csv
tfidf,linear,X,0.1,0.01,42,"{0: 1, 1: 5}",0.976145825519466,0.9888297872340426,0.9824468687478768,13160,0.8146279949558638,0.6701244813278008,0.7353443369379624,964,0.9670773152081564,0.6701244813278008,0.8146279949558638,0.7353443369379624,0.7218613332691919,0.9698231009365244,0.9832952347459116,0.9765127040949968,5687,0.6701388888888888,0.5258855585831063,0.5893129770992367,367,0.9555665675586388,0.5258855585831063,0.6701388888888888,0.5893129770992367,0.5708382903062136,svm_grid_tfidf_linear.csv
tfidf,linear,X,0.1,0.01,44,"{0: 1, 1: 5}",0.976145825519466,0.9888297872340426,0.9824468687478768,13160,0.8146279949558638,0.6701244813278008,0.7353443369379624,964,0.9670773152081564,0.6701244813278008,0.8146279949558638,0.7353443369379624,0.7218613332691919,0.9698231009365244,0.9832952347459116,0.9765127040949968,5687,0.6701388888888888,0.5258855585831063,0.5893129770992367,367,0.9555665675586388,0.5258855585831063,0.6701388888888888,0.5893129770992367,0.5708382903062136,svm_grid_tfidf_linear.csv
tfidf,linear,X,0.1,0.1,40,"{0: 1, 1: 5}",0.976145825519466,0.9888297872340426,0.9824468687478768,13160,0.8146279949558638,0.6701244813278008,0.7353443369379624,964,0.9670773152081564,0.6701244813278008,0.8146279949558638,0.7353443369379624,0.7218613332691919,0.9698231009365244,0.9832952347459116,0.9765127040949968,5687,0.6701388888888888,0.5258855585831063,0.5893129770992367,367,0.9555665675586388,0.5258855585831063,0.6701388888888888,0.5893129770992367,0.5708382903062136,svm_grid_tfidf_linear.csv
tfidf,linear,X,0.1,0.1,42,"{0: 1, 1: 5}",0.976145825519466,0.9888297872340426,0.9824468687478768,13160,0.8146279949558638,0.6701244813278008,0.7353443369379624,964,0.9670773152081564,0.6701244813278008,0.8146279949558638,0.7353443369379624,0.7218613332691919,0.9698231009365244,0.9832952347459116,0.9765127040949968,5687,0.6701388888888888,0.5258855585831063,0.5893129770992367,367,0.9555665675586388,0.5258855585831063,0.6701388888888888,0.5893129770992367,0.5708382903062136,svm_grid_tfidf_linear.csv
tfidf,linear,X,0.1,0.1,44,"{0: 1, 1: 5}",0.976145825519466,0.9888297872340426,0.9824468687478768,13160,0.8146279949558638,0.6701244813278008,0.7353443369379624,964,0.9670773152081564,0.6701244813278008,0.8146279949558638,0.7353443369379624,0.7218613332691919,0.9698231009365244,0.9832952347459116,0.9765127040949968,5687,0.6701388888888888,0.5258855585831063,0.5893129770992367,367,0.9555665675586388,0.5258855585831063,0.6701388888888888,0.5893129770992367,0.5708382903062136,svm_grid_tfidf_linear.csv
tfidf,linear,X,0.1,1.0,40,"{0: 1, 1: 5}",0.976145825519466,0.9888297872340426,0.9824468687478768,13160,0.8146279949558638,0.6701244813278008,0.7353443369379624,964,0.9670773152081564,0.6701244813278008,0.8146279949558638,0.7353443369379624,0.7218613332691919,0.9698231009365244,0.9832952347459116,0.9765127040949968,5687,0.6701388888888888,0.5258855585831063,0.5893129770992367,367,0.9555665675586388,0.5258855585831063,0.6701388888888888,0.5893129770992367,0.5708382903062136,svm_grid_tfidf_linear.csv
tfidf,linear,X,0.1,1.0,42,"{0: 1, 1: 5}",0.976145825519466,0.9888297872340426,0.9824468687478768,13160,0.8146279949558638,0.6701244813278008,0.7353443369379624,964,0.9670773152081564,0.6701244813278008,0.8146279949558638,0.7353443369379624,0.7218613332691919,0.9698231009365244,0.9832952347459116,0.9765127040949968,5687,0.6701388888888888,0.5258855585831063,0.5893129770992367,367,0.9555665675586388,0.5258855585831063,0.6701388888888888,0.5893129770992367,0.5708382903062136,svm_grid_tfidf_linear.csv
tfidf,linear,X,0.1,1.0,44,"{0: 1, 1: 5}",0.976145825519466,0.9888297872340426,0.9824468687478768,13160,0.8146279949558638,0.6701244813278008,0.7353443369379624,964,0.9670773152081564,0.6701244813278008,0.8146279949558638,0.7353443369379624,0.7218613332691919,0.9698231009365244,0.9832952347459116,0.9765127040949968,5687,0.6701388888888888,0.5258855585831063,0.5893129770992367,367,0.9555665675586388,0.5258855585831063,0.6701388888888888,0.5893129770992367,0.5708382903062136,svm_grid_tfidf_linear.csv
tfidf,linear,X,1.0,0.01,40,"{0: 1, 1: 1}",0.9750889679715302,0.9993920972644376,0.9870909636745722,13160,0.9874213836477987,0.6514522821576764,0.785,964,0.9756442934013028,0.6514522821576764,0.9874213836477987,0.785,0.7914824397843853,0.9634999147194268,0.9933180938983648,0.9781818181818182,5687,0.8010471204188482,0.4168937329700272,0.5483870967741935,367,0.958374628344896,0.4168937329700272,0.8010471204188482,0.5483870967741935,0.5600234245198004,svm_grid_tfidf_linear.csv
tfidf,linear,X,1.0,0.01,42,"{0: 1, 1: 1}",0.9750889679715302,0.9993920972644376,0.9870909636745722,13160,0.9874213836477987,0.6514522821576764,0.785,964,0.9756442934013028,0.6514522821576764,0.9874213836477987,0.785,0.7914824397843853,0.9634999147194268,0.9933180938983648,0.9781818181818182,5687,0.8010471204188482,0.4168937329700272,0.5483870967741935,367,0.958374628344896,0.4168937329700272,0.8010471204188482,0.5483870967741935,0.5600234245198004,svm_grid_tfidf_linear.csv
tfidf,linear,X,1.0,0.01,44,"{0: 1, 1: 1}",0.9750889679715302,0.9993920972644376,0.9870909636745722,13160,0.9874213836477987,0.6514522821576764,0.785,964,0.9756442934013028,0.6514522821576764,0.9874213836477987,0.785,0.7914824397843853,0.9634999147194268,0.9933180938983648,0.9781818181818182,5687,0.8010471204188482,0.4168937329700272,0.5483870967741935,367,0.958374628344896,0.4168937329700272,0.8010471204188482,0.5483870967741935,0.5600234245198004,svm_grid_tfidf_linear.csv
tfidf,linear,X,1.0,0.1,40,"{0: 1, 1: 1}",0.9750889679715302,0.9993920972644376,0.9870909636745722,13160,0.9874213836477987,0.6514522821576764,0.785,964,0.9756442934013028,0.6514522821576764,0.9874213836477987,0.785,0.7914824397843853,0.9634999147194268,0.9933180938983648,0.9781818181818182,5687,0.8010471204188482,0.4168937329700272,0.5483870967741935,367,0.958374628344896,0.4168937329700272,0.8010471204188482,0.5483870967741935,0.5600234245198004,svm_grid_tfidf_linear.csv
tfidf,linear,X,1.0,0.1,42,"{0: 1, 1: 1}",0.9750889679715302,0.9993920972644376,0.9870909636745722,13160,0.9874213836477987,0.6514522821576764,0.785,964,0.9756442934013028,0.6514522821576764,0.9874213836477987,0.785,0.7914824397843853,0.9634999147194268,0.9933180938983648,0.9781818181818182,5687,0.8010471204188482,0.4168937329700272,0.5483870967741935,367,0.958374628344896,0.4168937329700272,0.8010471204188482,0.5483870967741935,0.5600234245198004,svm_grid_tfidf_linear.csv
tfidf,linear,X,1.0,0.1,44,"{0: 1, 1: 1}",0.9750889679715302,0.9993920972644376,0.9870909636745722,13160,0.9874213836477987,0.6514522821576764,0.785,964,0.9756442934013028,0.6514522821576764,0.9874213836477987,0.785,0.7914824397843853,0.9634999147194268,0.9933180938983648,0.9781818181818182,5687,0.8010471204188482,0.4168937329700272,0.5483870967741935,367,0.958374628344896,0.4168937329700272,0.8010471204188482,0.5483870967741935,0.5600234245198004,svm_grid_tfidf_linear.csv
tfidf,linear,X,1.0,1.0,40,"{0: 1, 1: 1}",0.9750889679715302,0.9993920972644376,0.9870909636745722,13160,0.9874213836477987,0.6514522821576764,0.785,964,0.9756442934013028,0.6514522821576764,0.9874213836477987,0.785,0.7914824397843853,0.9634999147194268,0.9933180938983648,0.9781818181818182,5687,0.8010471204188482,0.4168937329700272,0.5483870967741935,367,0.958374628344896,0.4168937329700272,0.8010471204188482,0.5483870967741935,0.5600234245198004,svm_grid_tfidf_linear.csv
tfidf,linear,X,1.0,1.0,42,"{0: 1, 1: 1}",0.9750889679715302,0.9993920972644376,0.9870909636745722,13160,0.9874213836477987,0.6514522821576764,0.785,964,0.9756442934013028,0.6514522821576764,0.9874213836477987,0.785,0.7914824397843853,0.9634999147194268,0.9933180938983648,0.9781818181818182,5687,0.8010471204188482,0.4168937329700272,0.5483870967741935,367,0.958374628344896,0.4168937329700272,0.8010471204188482,0.5483870967741935,0.5600234245198004,svm_grid_tfidf_linear.csv
